id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
252139087,347285c6-b251-44b5-9f16-7496404885e2,2024-11-18 17:47:39,2024-11-18,2024-11-18 09:47:39 UTC,Asia/Kuching,7683807,iloveturtlesguy,terrence,2024-11-18 10:26:54 UTC,2024-11-18 10:54:14 UTC,research,,https://www.inaturalist.org/observations/252139087,https://static.inaturalist.org/photos/451300482/medium.jpeg,,"",,0,0,false,2,"Kuching, MY-SK, MY",1.5035538672,110.3398666381,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
252666936,bf211f7d-aa2c-43f6-915e-ad912b342a62,2024-11-22 20:10:33,2024-11-22,2024-11-22 12:10:33 UTC,Asia/Kuching,7683807,iloveturtlesguy,terrence,2024-11-23 02:00:05 UTC,2024-11-23 02:00:36 UTC,needs_id,,https://www.inaturalist.org/observations/252666936,https://static.inaturalist.org/photos/452338086/medium.jpeg,,"",,0,0,false,2,"Kuching, MY-SK, MY",1.5035511253,110.3398590086,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
256053338,fa8df2f9-da58-4b36-ae0b-1c79af742b0d,2024-12-24 12:41:08,2024-12-24,2024-12-24 04:41:08 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2024-12-24 04:50:12 UTC,2024-12-24 08:20:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/256053338,https://inaturalist-open-data.s3.amazonaws.com/photos/458992037/medium.jpeg,,"",,1,0,false,2,"Sarawak, MY",2.3145282686,111.9189968676,5,,,,31438,obscured,,true,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
258801853,08a6faaa-d154-42f6-8c41-9a3ccb1900fc,2025-01-18 12:08:11+08:00,2025-01-18,2025-01-18 04:08:11 UTC,Asia/Kuching,8871125,sswong777,,2025-01-18 04:08:40 UTC,2025-01-18 14:49:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/258801853,https://inaturalist-open-data.s3.amazonaws.com/photos/464425372/medium.jpg,,"","",0,0,false,3,"Borneo, Sibu, Sarawak, MY",2.3041033333,111.8478466667,4,,,,4,,,false,,,,Sarawak,Malaysia,"",Culex,,Insecta,130033,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,,
258820188,b3986876-613b-41ab-be32-935563247f52,2025-01-18 18:15:41,2025-01-18,2025-01-18 10:15:41 UTC,Asia/Kuching,8870690,rpjong,Rudiyanto P. Jong,2025-01-18 10:17:37 UTC,2025-01-18 10:17:41 UTC,needs_id,,https://www.inaturalist.org/observations/258820188,https://static.inaturalist.org/photos/464463821/medium.jpeg,,"",,0,0,false,2,"Taman Peony, 93050 Kuching, Sarawak, Malaysia",1.5800167754,110.3017483279,6,,,,6,,,false,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
259039940,79b5fa9f-ff77-45a7-94ab-689fee12cc0e,2025-01-20 17:20:57+08:00,2025-01-20,2025-01-20 09:20:57 UTC,Asia/Kuching,8872708,izatul_syima,Izatul Syima Binti Abdul Rahman,2025-01-20 09:25:08 UTC,2025-01-20 09:25:33 UTC,needs_id,,https://www.inaturalist.org/observations/259039940,https://static.inaturalist.org/photos/464910792/medium.jpg,,"","",0,0,false,3,"Borneo, Sibu, Sarawak, MY",2.3413533333,111.844825,17,,,,17,,,false,,,,Sarawak,Malaysia,"",Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
259234019,a27d1732-f42e-4a91-a4c4-e731cb96d9c9,2025-01-22 09:52:31+08:00,2025-01-22,2025-01-22 01:52:31 UTC,Asia/Kuching,8872668,mikannied,,2025-01-22 10:30:56 UTC,2025-01-22 10:31:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/259234019,https://inaturalist-open-data.s3.amazonaws.com/photos/465307525/medium.jpg,,"","",0,0,false,3,"Borneo, Miri, Sarawak, MY",4.358395813,113.9688090825,39,,,,39,,,false,,,,Sarawak,Malaysia,"",Culex pipiens,Common house mosquito,Insecta,130032,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens,
259289087,9aa06b44-9b6b-4d4b-9e77-7bddd0f9a0b9,2025-01-23 08:14:59+08:00,2025-01-23,2025-01-23 00:14:59 UTC,Asia/Kuching,8879056,shangtea,,2025-01-23 00:17:42 UTC,2025-01-23 00:17:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/259289087,https://inaturalist-open-data.s3.amazonaws.com/photos/465417693/medium.jpg,,"","",0,0,false,3,"Borneo, Miri, Sarawak, MY",4.3913033333,113.9883633333,4,,,,4,,,false,,,,Sarawak,Malaysia,"",Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
259299518,bcab7d60-0262-471f-ae70-581c407324b2,2025-01-23 09:48:30+08:00,2025-01-23,2025-01-23 01:48:30 UTC,Asia/Kuching,8887159,afiwow,,2025-01-23 02:46:13 UTC,2025-01-23 02:46:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/259299518,https://inaturalist-open-data.s3.amazonaws.com/photos/465439323/medium.jpg,,"","",0,0,false,3,"Borneo, Miri, Sarawak, MY",4.3412973454,113.9722866876,28,,,,28,,,false,,,,Sarawak,Malaysia,"",Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
259640876,3399352a-8fa6-4801-9e70-85618c048f05,2025-01-26 20:59:34+08:00,2025-01-26,2025-01-26 12:59:34 UTC,Asia/Kuching,8873881,suemie_moharip,SueMie Moharip,2025-01-26 13:00:01 UTC,2025-01-26 13:00:04 UTC,needs_id,,https://www.inaturalist.org/observations/259640876,https://static.inaturalist.org/photos/466125356/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5806661793,110.2969968748,1768,,,,1768,,,false,,,,Sarawak,Malaysia,"",Culex pipiens,Common house mosquito,Insecta,130032,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens,
260358819,1ea87cf8-224e-4500-b158-d0ab431f1e1a,2025-01-26 17:34:09+08:00,2025-01-26,2025-01-26 09:34:09 UTC,Asia/Kuching,8872668,mikannied,,2025-02-02 09:10:17 UTC,2025-02-03 13:58:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/260358819,https://inaturalist-open-data.s3.amazonaws.com/photos/467550099/medium.jpg,,"","",0,0,false,3,"Borneo, Miri, Sarawak, MY",4.3151858,113.9664964,28,,,,28,,,false,,,,Sarawak,Malaysia,Common house mosquito,Culex pipiens,Common house mosquito,Insecta,130032,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens,
260770256,1935ae47-b896-4fe7-8f57-c74e44e00892,2025-02-05 17:12:03+08:00,2025-02-05,2025-02-05 09:12:03 UTC,Asia/Kuching,8873881,suemie_moharip,SueMie Moharip,2025-02-06 02:54:49 UTC,2025-02-06 13:17:34 UTC,research,,https://www.inaturalist.org/observations/260770256,https://static.inaturalist.org/photos/468358624/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5958776421,110.3381355,92,,,,92,,,false,,,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
261217356,bbe43287-5adb-4248-a720-2506f6727e23,2025-02-10 13:20:24,2025-02-10,2025-02-10 05:20:24 UTC,Asia/Kuching,8847541,tung_fah,Tung Fah Kong,2025-02-10 05:21:52 UTC,2025-02-10 05:22:27 UTC,casual,,https://www.inaturalist.org/observations/261217356,https://static.inaturalist.org/photos/469248889/medium.jpeg,,"",,0,0,true,2,"Sibu District, Sarawak, Malaysia",2.3250915972,111.8298431972,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
261344572,b9e07d96-1ade-47ee-80ed-215de623bfcb,2025-02-11 13:40:54,2025-02-11,2025-02-11 05:40:54 UTC,Asia/Kuching,8880615,gracehkx,,2025-02-11 13:09:02 UTC,2025-02-11 13:43:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/261344572,https://inaturalist-open-data.s3.amazonaws.com/photos/469501549/medium.jpeg,,"",,3,0,false,2,"Sibu District, Sarawak, Malaysia",2.3413326739,111.8459625242,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Culicine Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
261560163,c66c11f6-addc-4788-9986-f8aa3fb2e5be,2024/08/04 10:54 PM,2024-08-04,2024-08-04 14:54:00 UTC,Asia/Kuching,3331500,airgel,"",2025-02-13 19:23:40 UTC,2025-02-14 08:45:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/261560163,https://inaturalist-open-data.s3.amazonaws.com/photos/469927921/medium.jpg,,"",,2,0,false,,"Petra Jaya, Kuching, Sarawak, Malaysia",1.606753,110.189168,,,,,,,,false,,,,Sarawak,Malaysia,Elephant Mosquitoes,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
261560166,0866e18a-4434-4940-a62f-50c5f6fff8db,2024/08/04 10:51 PM,2024-08-04,2024-08-04 14:51:00 UTC,Asia/Kuching,3331500,airgel,"",2025-02-13 19:23:42 UTC,2025-02-14 08:19:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/261560166,https://inaturalist-open-data.s3.amazonaws.com/photos/469928185/medium.jpg,,"",,0,0,false,,"Petra Jaya, Kuching, Sarawak, Malaysia",1.606773,110.189183,,,,,,,,false,,,,Sarawak,Malaysia,Elephant Mosquitoes,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
263301428,75e864bb-26a0-4a47-9eb6-e98fb1a35bf8,2025/02/27 12:35 AM,2025-02-27,2025-02-26 16:35:00 UTC,Asia/Kuching,8873927,loveburung,,2025-02-27 19:47:36 UTC,2025-02-27 19:47:36 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/263301428,https://inaturalist-open-data.s3.amazonaws.com/photos/472983477/medium.jpeg,,"",,0,0,false,,"Bukit Lima Nature Reserve, Lor Sentosa 5, 96000 Sibu, Sarawak, Malaysia",2.2792462,111.8639944,210,,,,210,,,false,,,,Sarawak,Malaysia,Aedini,Aedini,,Insecta,505234,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
263479580,78869844-53c2-4a97-89c6-c3f493e89e3f,2025-03-01 17:00:35+08:00,2025-03-01,2025-03-01 09:00:35 UTC,Asia/Kuching,994991,lumenal,Jeff Ward,2025-03-01 11:19:31 UTC,2025-03-01 11:19:41 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/263479580,https://inaturalist-open-data.s3.amazonaws.com/photos/473343768/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5805606835,110.3671472045,13,,,,13,,,false,,,,Sarawak,Malaysia,"",Culex,,Insecta,130033,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,,
265353178,2d85b721-832c-434b-bbbb-f83a4bf73e02,2025-03-15 09:55:38,2025-03-15,2025-03-15 01:55:38 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2025-03-15 02:39:52 UTC,2025-03-16 16:48:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/265353178,https://inaturalist-open-data.s3.amazonaws.com/photos/476617841/medium.jpeg,,"",,0,0,false,2,"Sibu District, Sarawak, Malaysia",2.3397039052,111.8468210846,85,,,,85,,,false,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
265810033,8e2132bd-2081-46e6-8f47-a8a29cec826c,2025-03-18 13:34:05,2025-03-18,2025-03-18 05:34:05 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2025-03-18 10:30:38 UTC,2025-03-18 10:30:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/265810033,https://inaturalist-open-data.s3.amazonaws.com/photos/477517724/medium.jpeg,,"",,0,0,false,2,"Sarawak, MY",2.36372772,111.8731272857,5,,,,31438,obscured,,true,gps,gps,,Sarawak,Malaysia,Culex,Culex,,Insecta,130033,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,,
